concepto_id,nombre_en,elementos
FMA45728,anatomical lobe,2
FMA45729,head of organ,42
FMA45732,parenchyma,1
FMA45734,body of organ,1
FMA45738,platysma,2
FMA45739,right platysma,1
FMA45740,left platysma,1
FMA45826,right stylohyoid,1
FMA45827,left stylohyoid,1
FMA45854,right pubococcygeus,1
FMA45855,left pubococcygeus,2
FMA45856,right puborectalis,1
FMA45857,left puborectalis,2
FMA45858,right iliococcygeus,1
FMA45859,left iliococcygeus,2
FMA45874,abdominal part of right pectoralis major,1
FMA45875,abdominal part of left pectoralis major,1
FMA45881,head of biceps femoris,4
FMA45887,long head of biceps femoris,2
FMA45888,long head of right biceps femoris,1
FMA45889,long head of left biceps femoris,1
FMA45890,short head of biceps femoris,2
FMA45891,short head of right biceps femoris,1
FMA45892,short head of left biceps femoris,1
FMA45950,head of gastrocnemius,4
FMA45956,medial head of gastrocnemius,2
FMA45957,medial head of right gastrocnemius,1
FMA45958,medial head of left gastrocnemius,1
FMA45959,lateral head of gastrocnemius,2
FMA45960,lateral head of right gastrocnemius,1
FMA45961,lateral head of left gastrocnemius,1
FMA45963,head of flexor hallucis brevis,4
FMA45969,medial head of flexor hallucis brevis,2
FMA45970,lateral head of flexor hallucis brevis,2
FMA45971,medial head of right flexor hallucis brevis,1
FMA45972,medial head of left flexor hallucis brevis,1
FMA45973,lateral head of right flexor hallucis brevis,1
FMA45974,lateral head of left flexor hallucis brevis,1
FMA46012,head of adductor hallucis,4
FMA46014,oblique head of adductor hallucis,2
FMA46015,transverse head of adductor hallucis,2
FMA46018,oblique head of right adductor hallucis,1
FMA46019,oblique head of left adductor hallucis,1
FMA46020,transverse head of right adductor hallucis,1
FMA46021,transverse head of left adductor hallucis,1
FMA46104,superficial head of flexor pollicis brevis,2
FMA46119,oblique head of adductor pollicis,2
FMA46120,transverse head of adductor pollicis,2
FMA46121,oblique head of right adductor pollicis,1
FMA46122,oblique head of left adductor pollicis,1
FMA46123,transverse head of right adductor pollicis,1
FMA46124,transverse head of left adductor pollicis,1
FMA46279,zone of longus colli,3
FMA46280,superior oblique part of longus colli,1
FMA46281,inferior oblique part of longus colli,1
FMA46282,vertical intermediate part of longus colli,1
FMA46284,superior oblique part of left longus colli,1
FMA46286,vertical intermediate part of left longus colli,1
FMA46288,inferior oblique part of left longus colli,1
FMA46290,suprahyoid muscle,11
FMA46291,digastric,5
FMA46292,right digastric,2
FMA46293,left digastric,3
FMA46308,longus capitis,2
FMA46309,right longus capitis,1
FMA46310,left longus capitis,1
FMA46312,rectus capitis anterior,2
FMA46313,right rectus capitis anterior,1
FMA46314,left rectus capitis anterior,1
FMA46316,rectus capitis lateralis,2
FMA46317,right rectus capitis lateralis,1
FMA46318,left rectus capitis lateralis,1
FMA46320,mylohyoid,2
FMA46321,right mylohyoid,1
FMA46322,left mylohyoid,1
FMA46325,geniohyoid,2
FMA46326,right geniohyoid,1
FMA46327,left geniohyoid,1
FMA46442,tendinous arch of levator ani,4
FMA46443,right coccygeus,1
FMA46444,left coccygeus,2
FMA46490,subdivision of mouth,1
FMA46562,muscle of larynx,13
FMA46576,posterior crico-arytenoid,2
FMA46577,right posterior crico-arytenoid,1
FMA46578,left posterior crico-arytenoid,1
FMA46579,lateral crico-arytenoid,2
FMA46580,right lateral crico-arytenoid,1
FMA46581,left lateral crico-arytenoid,1
FMA46582,transverse arytenoid,1
FMA46583,oblique arytenoid,2
FMA46584,right oblique arytenoid,1
FMA46585,left oblique arytenoid,1
FMA46588,thyro-arytenoid,4
FMA46589,right thyro-arytenoid,2
FMA46590,left thyro-arytenoid,2
FMA46591,vocalis,2
FMA46592,right vocalis,1
FMA46593,left vocalis,1
FMA46601,zone of oblique arytenoid,2
FMA46602,aryepiglotticus,2
FMA46604,right aryepiglotticus,1
FMA46605,left aryepiglotticus,1
FMA46608,zone of cricothyroid,4
FMA46609,straight part of cricothyroid,2
FMA46610,oblique part of cricothyroid,2
FMA46611,straight part of right cricothyroid,1
FMA46612,straight part of left cricothyroid,1
FMA46613,oblique part of right cricothyroid,1
FMA46614,oblique part of left cricothyroid,1
FMA46619,muscle of pharynx,12
FMA46620,constrictor muscle of pharynx,6
FMA46621,superior pharyngeal constrictor,2
FMA46622,middle pharyngeal constrictor,2
FMA46623,inferior pharyngeal constrictor,2
FMA46631,right superior pharyngeal constrictor,1
FMA46632,left superior pharyngeal constrictor,1
FMA46633,right middle pharyngeal constrictor,1
FMA46634,left middle pharyngeal constrictor,1
FMA46635,right inferior pharyngeal constrictor,1
FMA46636,left inferior pharyngeal constrictor,1
FMA46664,stylopharyngeus,2
FMA46665,salpingopharyngeus,2
FMA46666,palatopharyngeus,2
FMA46667,right stylopharyngeus,1
FMA46668,left stylopharyngeus,1
FMA46669,right salpingopharyngeus,1
FMA46670,left salpingopharyngeus,1
FMA46671,right palatopharyngeus,1
FMA46672,left palatopharyngeus,1
FMA46689,muscle of tongue,4
FMA46690,genioglossus,2
FMA46691,hyoglossus,2
FMA46698,right genioglossus,1
FMA46699,extrinsic muscle of tongue,4
FMA46702,left genioglossus,1
FMA46703,right hyoglossus,1
FMA46704,left hyoglossus,1
FMA46726,muscle of palate,5
FMA46727,levator veli palatini,2
FMA46728,right levator veli palatini,1
FMA46729,left levator veli palatini,1
FMA46730,tensor veli palatini,2
FMA46731,right tensor veli palatini,1
FMA46732,left tensor veli palatini,1
FMA46733,uvular muscle,1
FMA46751,muscle of face,14
FMA49033,extra-ocular muscle,14
FMA49035,superior rectus,2
FMA49036,inferior rectus,2
FMA49037,medial rectus,2
FMA49038,lateral rectus,2
FMA49039,superior oblique,2
FMA49040,inferior oblique,2
FMA49041,levator palpebrae superioris,2
FMA49044,right superior rectus,1
FMA49045,left superior rectus,1
FMA49046,right inferior rectus,1
FMA49047,left inferior rectus,1
FMA49048,right levator palpebrae superioris,1
FMA49049,left levator palpebrae superioris,1
FMA49050,right inferior oblique,1
FMA49051,left inferior oblique,1
FMA49052,right superior oblique,1
FMA49053,left superior oblique,1
FMA49054,right lateral rectus,1
FMA49055,left lateral rectus,1
FMA49056,right medial rectus,1
FMA49057,left medial rectus,1
FMA49065,trochlea of superior oblique,2
FMA49067,trochlea of right superior oblique,1
FMA49068,trochlea of left superior oblique,1
FMA49071,common tendinous ring,2
FMA49072,right common tendinous ring,1
FMA49073,left common tendinous ring,1
FMA49143,check ligament of lateral rectus,2
FMA49144,check ligament of right lateral rectus,1
FMA49145,check ligament of left lateral rectus,1
FMA49146,check ligament of medial rectus,2
FMA49147,check ligament of right medial rectus,1
FMA49148,check ligament of left medial rectus,1
FMA49443,anatomical cluster,56
FMA49868,ophthalmic artery,2
FMA49869,right ophthalmic artery,1
FMA49870,left ophthalmic artery,1
FMA49893,coronary artery,56
FMA49907,pulmonary venous tree organ,7
FMA49908,superior pulmonary vein,3
FMA49910,inferior pulmonary vein,4
FMA49911,right inferior pulmonary vein,24
FMA49913,left inferior pulmonary vein,15
FMA49914,right superior pulmonary vein,27
FMA49916,left superior pulmonary vein,26
FMA49918,systemic arterial trunk,24
FMA50028,anterior cerebral artery,2
FMA50029,right anterior cerebral artery,1
FMA50030,left anterior cerebral artery,1
FMA50031,branch of anterior cerebral artery,19
FMA50080,zone of middle cerebral artery,6
FMA50081,branch of middle cerebral artery,38
FMA50084,posterior communicating artery,2
FMA50085,right posterior communicating artery,1
FMA50086,left posterior communicating artery,1
FMA50087,anterior choroidal artery,2
FMA50088,right anterior choroidal artery,1
FMA50089,left anterior choroidal artery,1
FMA50112,branch of anterior choroidal artery,2
FMA50119,branch of anterior choroidal artery to posterior limb of internal capsule,2
FMA50146,branch of right anterior choroidal artery to posterior limb of right internal capsule,1
FMA50147,branch of left anterior choroidal artery to posterior limb of left internal capsule,1
FMA50168,branch of posterior communicating artery,2
FMA50169,anterior communicating artery,1
FMA50185,musculature of subdivision of trunk,8
FMA50200,musculature of subdivision of upper limb,6
FMA50328,medial frontobasal artery,2
FMA50330,callosomarginal artery,2
FMA50331,branch of callosomarginal artery,10
FMA50333,intermediomedial branch of callosomarginal artery,2
FMA50334,posteromedial branch of callosomarginal artery,2
FMA50336,paracentral branch of callosomarginal artery,6
FMA50337,pericallosal artery,2
FMA50338,branch of pericallosal artery,2
FMA50339,precuneal branch of pericallosal artery,2
FMA50343,right medial frontobasal artery,1
FMA50344,left medial frontobasal artery,1
FMA50347,right callosomarginal artery,1
FMA50348,left callosomarginal artery,1
FMA50351,intermediomedial branch of right callosomarginal artery,1
FMA50352,intermediomedial branch of left callosomarginal artery,1
FMA50353,posteromedial branch of right callosomarginal artery,1
FMA50354,posteromedial branch of left callosomarginal artery,1
FMA50357,paracentral branch of right callosomarginal artery,3
FMA50358,paracentral branch of left callosomarginal artery,3
FMA50359,right pericallosal artery,1
FMA50360,left pericallosal artery,1
FMA50361,precuneal branch of right pericallosal artery,1
FMA50362,precuneal branch of left pericallosal artery,1
FMA50365,sphenoid part of middle cerebral artery,2
FMA50366,sphenoid part of right middle cerebral artery,1
FMA50367,sphenoid part of left middle cerebral artery,1
FMA50368,insular part of middle cerebral artery,4
FMA50369,insular part of right middle cerebral artery,2
FMA50370,insular part of left middle cerebral artery,2
FMA50376,anterolateral central branch of middle cerebral artery,4
FMA50377,anterolateral central branch of right middle cerebral artery,2
FMA50378,anterolateral central branch of left middle cerebral artery,2
FMA50379,polar temporal artery,2
FMA50380,right polar temporal artery,1
FMA50381,left polar temporal artery,1
FMA50382,anterior temporal artery,2
FMA50383,right anterior temporal artery,1
FMA50384,left anterior temporal artery,1
FMA50391,musculature of subdivision of free upper limb,6
FMA50427,hypothalamic branch of posterior communicating artery,2
FMA50428,hypothalamic branch of right posterior communicating artery,1
FMA50429,hypothalamic branch of left posterior communicating artery,1
FMA50436,superior terminal branch of middle cerebral artery,22
FMA50437,prefrontal artery,2
FMA50438,temporal artery,4
FMA50439,inferior terminal branch of middle cerebral artery,8
FMA50442,lateral frontobasal artery,4
FMA50443,right lateral frontobasal artery,2
FMA50444,left lateral frontobasal artery,2
FMA50445,right prefrontal artery,1
FMA50466,middle temporal branch of middle cerebral artery,2
FMA50467,middle temporal branch of right middle cerebral artery,1
FMA50468,middle temporal branch of left middle cerebral artery,1
FMA50469,posterior temporal branch of middle cerebral artery,2
FMA50470,posterior temporal branch of right middle cerebral artery,1
FMA50471,posterior temporal branch of left middle cerebral artery,1
FMA50472,temporo-occipital branch of middle cerebral artery,2
FMA50473,temporo-occipital branch of right middle cerebral artery,1
FMA50474,temporo-occipital branch of left middle cerebral artery,1
FMA50475,branch of middle cerebral artery to angular gyrus,2
FMA50476,branch of right middle cerebral artery to right angular gyrus,1
FMA50477,branch of left middle cerebral artery to left angular gyrus,1
FMA50478,left prefrontal artery,1
FMA50479,artery of precentral sulcus,6
FMA50480,artery of right precentral sulcus,3
FMA50481,artery of left precentral sulcus,3
FMA50482,artery of postcentral sulcus,2
FMA50483,artery of right postcentral sulcus,1
FMA50484,artery of left postcentral sulcus,1
FMA50485,anterior parietal artery,2
FMA50486,right anterior parietal artery,1
FMA50487,left anterior parietal artery,1
FMA50488,posterior parietal artery,2
FMA50489,right posterior parietal artery,1
FMA50490,left posterior parietal artery,1
FMA50518,posterior inferior cerebellar artery,26
FMA50519,right posterior inferior cerebellar artery,13
FMA50520,left posterior inferior cerebellar artery,13
FMA50531,anterior spinal artery,2
FMA50532,right anterior spinal artery,1
FMA50533,left anterior spinal artery,1
FMA50542,basilar artery,28
FMA50544,anterior inferior cerebellar artery,2
FMA50563,branch of pontine artery,4
FMA50564,medial branch of pontine artery,2
FMA50565,lateral branch of pontine artery,2
FMA50566,medial branch of right pontine artery,1
FMA50567,medial branch of left pontine artery,1
FMA50568,lateral branch of right pontine artery,1
FMA50569,lateral branch of left pontine artery,1
FMA50573,superior cerebellar artery,2
FMA50574,right superior cerebellar artery,1
FMA50575,left superior cerebellar artery,1
FMA50576,branch of superior cerebellar artery,6
FMA50577,lateral superior cerebellar artery,2
FMA50578,lateral branch of right superior cerebellar artery,1
FMA50579,lateral branch of left superior cerebellar artery,1
FMA50580,medial branch of superior cerebellar artery,2
FMA50581,medial branch of right superior cerebellar artery,1
FMA50582,medial branch of left superior cerebellar artery,1
FMA50586,branch of posterior cerebral artery,18
FMA50587,posteromedial central branch of posterior cerebral artery,2
FMA50589,zone of posterior cerebral artery,4
FMA50590,precommunicating part of posterior cerebral artery,2
FMA50591,postcommunicating part of posterior cerebral artery,2
FMA50624,thalamoperforating artery,2
FMA50629,thalamogeniculate artery,2
FMA50630,posterior medial choroidal artery,2
FMA50633,lateral occipital artery,2
FMA50638,medial occipital artery,2
FMA50639,precommunicating part of right posterior cerebral artery,1
FMA50640,precommunicating part of left posterior cerebral artery,1
FMA50641,postcommunicating part of right posterior cerebral artery,1
FMA50642,postcommunicating part of left posterior cerebral artery,1
FMA50643,right lateral occipital artery,3
FMA50644,left lateral occipital artery,3
FMA50645,right medial occipital artery,3
FMA50646,left medial occipital artery,3
FMA50647,branch of lateral occipital artery,4
FMA50648,anterior temporal branch of lateral occipital artery,2
FMA50649,middle temporal branch of lateral occipital artery,2
FMA50651,branch of medial occipital artery,4
FMA50652,splenial artery,4
FMA50660,posteromedial central branch of right posterior cerebral artery,1
FMA50661,posteromedial central branch of left posterior cerebral artery,1
FMA50664,right thalamoperforating artery,1
FMA50665,left thalamoperforating artery,1
FMA50670,right thalamogeniculate artery,1
FMA50671,left thalamogeniculate artery,1
FMA50672,right posterior medial choroidal artery,1
FMA50673,left posterior medial choroidal artery,1
FMA50678,anterior temporal branch of right lateral occipital artery,1
FMA50679,anterior temporal branch of left lateral occipital artery,1
FMA50680,middle temporal branch of right lateral occipital artery,1
FMA50681,middle temporal branch of left lateral occipital artery,1
FMA50684,right splenial artery,2
FMA50685,left splenial artery,2
FMA50694,branch of medial branch of superior cerebellar artery,2
FMA50695,superior vermian branch of medial branch of superior cerebellar artery,2
FMA50696,superior vermian branch of medial branch of right superior cerebellar artery,1
FMA50697,superior vermian branch of medial branch of left superior cerebellar artery,1
FMA50705,anatomical boundary entity,3
FMA50720,artery,562
FMA50722,region of vascular tree organ,974
FMA50723,vein,342
FMA50735,hepatic portal vein,18
FMA50736,subdivision of pre-hepatic portal vein,20
FMA50737,celiac artery,27
FMA50859,right suprascapular vein,1
FMA50860,left suprascapular vein,1
FMA50863,optic nerve,4
FMA50865,trochlear nerve,2
FMA50872,right pulmonary artery,55
FMA50873,left pulmonary artery,38
FMA50875,right optic nerve,2
FMA50878,left optic nerve,2
FMA50881,right trochlear nerve,1
FMA50882,left trochlear nerve,1
FMA51041,deep femoral vein,2
FMA51042,right deep femoral vein,1
FMA51043,left deep femoral vein,1
FMA51048,iliotibial tract,2
FMA51061,calcaneal tendon,2
FMA51071,flexor digitorum longus,2
FMA51099,tibialis posterior,2
FMA51141,extensor hallucis brevis,2
FMA51144,right extensor hallucis brevis,1
FMA51145,left extensor hallucis brevis,1
FMA51886,branch of cerebral arterial circle,2
FMA52570,branch of cranial nerve,26
FMA52571,branch of oculomotor nerve,4
FMA52572,superior branch of oculomotor nerve,2
FMA52573,inferior branch of oculomotor nerve,2
FMA52574,superior branch of right oculomotor nerve,1
FMA52575,superior branch of left oculomotor nerve,1
FMA52576,inferior branch of right oculomotor nerve,1
FMA52577,inferior branch of left oculomotor nerve,1
FMA52607,branch of trigeminal nerve,22
FMA52621,ophthalmic nerve,2
FMA52622,right ophthalmic nerve,1
FMA52623,left ophthalmic nerve,1
FMA52624,branch of ophthalmic nerve,20
FMA52628,lacrimal nerve,2
FMA52629,right lacrimal nerve,1
FMA52630,left lacrimal nerve,1
FMA52638,frontal nerve,2
FMA52639,right frontal nerve,1
FMA52640,left frontal nerve,1
FMA52641,branch of frontal nerve,16
FMA52642,supratrochlear nerve,2
FMA52643,right supratrochlear nerve,1
FMA52644,left supratrochlear nerve,1
FMA52655,supra-orbital nerve,2
FMA52656,right supra-orbital nerve,1
FMA52657,left supra-orbital nerve,1
FMA52668,nasociliary nerve,2
FMA52669,right nasociliary nerve,1
FMA52670,left nasociliary nerve,1
FMA52671,branch of nasociliary nerve,10
FMA52672,communicating branch of nasociliary nerve with ciliary ganglion,2
FMA52673,communicating branch of right nasociliary nerve with right ciliary ganglion,1
FMA52674,communicating branch of left nasociliary nerve with left ciliary ganglion,1
FMA52675,anterior ethmoidal nerve,2
FMA52676,right anterior ethmoidal nerve,1
FMA52677,left anterior ethmoidal nerve,1
FMA52691,long ciliary nerve,2
FMA52693,infratrochlear nerve,2
FMA52698,right infratrochlear nerve,1
FMA52699,left infratrochlear nerve,1
FMA52714,posterior ethmoidal nerve,2
FMA52715,right posterior ethmoidal nerve,1
FMA52716,left posterior ethmoidal nerve,1
FMA52734,frontal bone,1
FMA52735,occipital bone,1
FMA52736,sphenoid bone,1
FMA52737,temporal bone,2
FMA52738,right temporal bone,1
FMA52739,left temporal bone,1
FMA52740,ethmoid,1
FMA52741,lacrimal bone,2
FMA52745,nasal bone,2
FMA52746,palatine bone,2
FMA52747,zygomatic bone,2
FMA52748,mandible,1
FMA52749,hyoid bone,2
FMA52781,external ear,1
FMA52788,right parietal bone,1
FMA52789,left parietal bone,1
FMA52892,right zygomatic bone,1
FMA52893,left zygomatic bone,1
FMA53549,right ciliary ganglion,1
FMA53550,left ciliary ganglion,1
FMA53645,right lacrimal bone,1
FMA53646,left lacrimal bone,1
FMA53647,right nasal bone,1
FMA53648,left nasal bone,1
FMA53649,right maxilla,1
FMA53650,left maxilla,1
FMA53655,right palatine bone,1
FMA53656,left palatine bone,1
FMA53667,hair,2
FMA54158,tendon of levator palpebrae superioris,1
FMA54159,tendon of right levator palpebrae superioris,1
FMA54237,eyebrow,1
FMA54241,hair of head,1
FMA54250,hair of trunk,1
FMA54319,pubic hair,1
FMA54393,subdivision of face,1
FMA54640,tongue,1
FMA54736,inferior nasal concha,2
FMA54737,right inferior nasal concha,1
FMA54738,left inferior nasal concha,1
FMA54839,interosseous membrane,4
FMA54877,subdivision of pharynx,1
FMA54921,extrinsic ligament of larynx,1
FMA55053,subdivision of laryngopharynx,1
FMA55077,pharyngeal raphe,1
FMA55093,submandibular gland,2
FMA55099,thyroid cartilage,1
FMA55107,cartilage organ,37
FMA55108,laryngeal cartilage,9
FMA55109,arytenoid cartilage,2
FMA55110,corniculate cartilage,2
FMA55111,cuneiform cartilage,2
FMA55113,right arytenoid cartilage,1
FMA55114,left arytenoid cartilage,1
FMA55115,right corniculate cartilage,1
FMA55116,left corniculate cartilage,1
FMA55117,right cuneiform cartilage,1
FMA55118,left cuneiform cartilage,1
FMA55130,epiglottis,1
FMA55131,ligament of larynx,2
FMA55132,thyrohyoid membrane,2
FMA55133,right thyrohyoid membrane,1
FMA55134,left thyrohyoid membrane,1
FMA55135,thyrohyoid ligament,3
FMA55138,median thyrohyoid ligament,1
FMA55139,lateral thyrohyoid ligament,2
FMA55140,right lateral thyrohyoid ligament,1
FMA55141,left lateral thyrohyoid ligament,1
FMA55226,intrinsic muscle of larynx,13
FMA55227,hyo-epiglottic ligament,1
FMA55230,thyro-epiglottic ligament,1
FMA55233,cricothyroid ligament,1
FMA55237,median cricothyroid ligament,1
FMA55244,vocal ligament,2
FMA55245,right vocal ligament,1
FMA55246,left vocal ligament,1
FMA55250,conus elasticus,2
FMA55251,right conus elasticus,1
FMA55252,left conus elasticus,1
FMA55268,organ zone,156
FMA55618,pterygomandibular raphe,2
FMA55619,right pterygomandibular raphe,1
FMA55620,left pterygomandibular raphe,1
FMA55636,canine tooth,4
FMA55637,premolar tooth,8
FMA55638,molar tooth,8
FMA55652,anatomical set,56
FMA55661,parenchymatous organ,16
FMA55662,lobular organ,11
FMA55663,corticomedullary organ,5
FMA55665,nonparenchymatous organ,386
FMA55670,solid organ,402
FMA55671,cavitated organ,247
FMA55672,organ with organ cavity,43
FMA55673,organ with cavitated organ parts,204
FMA55676,segment of brain,44
FMA55677,hollow tree organ,7
FMA55680,right upper lateral secondary incisor tooth,1
FMA55681,right upper central secondary incisor tooth,1
FMA55682,left upper central secondary incisor tooth,1
FMA55683,left upper lateral secondary incisor tooth,1
FMA55686,right lower secondary canine tooth,1
FMA55687,left lower secondary canine tooth,1
FMA55688,right upper second secondary premolar tooth,1
FMA55689,right upper first secondary premolar tooth,1
FMA55690,left upper first secondary premolar tooth,1
FMA55691,left upper second secondary premolar tooth,1
FMA55692,left lower second secondary premolar tooth,1
FMA55693,left lower first secondary premolar tooth,1
FMA55694,right lower first secondary premolar tooth,1
FMA55695,right lower second secondary premolar tooth,1
FMA55697,right upper second secondary molar tooth,1
FMA55698,right upper first secondary molar tooth,1
FMA55699,left upper first secondary molar tooth,1
FMA55700,left upper second secondary molar tooth,1
FMA55703,left lower second secondary molar tooth,1
FMA55704,left lower first secondary molar tooth,1
FMA55705,right lower first secondary molar tooth,1
FMA55706,right lower second secondary molar tooth,1
FMA55712,upper secondary incisor tooth,4
FMA55713,lower secondary incisor tooth,4
FMA55714,upper secondary canine tooth,2
FMA55715,lower secondary canine tooth,2
FMA55716,upper secondary premolar tooth,4
FMA55717,lower secondary premolar tooth,4
FMA55720,upper secondary molar tooth,4
FMA55721,lower secondary molar tooth,4
FMA55722,upper central secondary incisor tooth,2
FMA55723,lower central secondary incisor tooth,2
FMA55724,upper lateral secondary incisor tooth,2
FMA55725,lower lateral secondary incisor tooth,2
FMA55798,right upper secondary canine tooth,1
FMA55799,left upper secondary canine tooth,1
FMA55801,upper first secondary premolar tooth,2
FMA55802,upper second secondary premolar tooth,2
FMA55803,lower first secondary premolar tooth,2
FMA55804,lower second secondary premolar tooth,2
FMA55811,upper first secondary molar tooth,2
FMA55812,upper second secondary molar tooth,2
FMA55814,lower first secondary molar tooth,2
FMA55815,lower second secondary molar tooth,2
FMA57140,right lower lateral secondary incisor tooth,1
FMA57141,left lower lateral secondary incisor tooth,1
FMA57142,right lower central secondary incisor tooth,1
FMA57143,left lower central secondary incisor tooth,1
FMA57965,zone of investing fascia,2
FMA58071,chamber of eyeball,2
FMA58078,anterior chamber of eyeball,2
FMA58081,anterior chamber of right eyeball,1
FMA58082,anterior chamber of left eyeball,1
FMA58101,layer of wall of eyeball,4
FMA58102,fibrous layer of eyeball,4
FMA58235,iris,2
FMA58236,right iris,1
FMA58237,left iris,1
FMA58238,cornea,2
FMA58239,right cornea,1
FMA58240,left cornea,1
FMA58241,lens,2
FMA58242,right lens,1
FMA58243,left lens,1
FMA58245,lacrimal canaliculus,2
FMA58269,sclera,2
FMA58271,right sclera,1
FMA58272,left sclera,1
FMA58274,muscle of trunk,18
FMA58298,choroid,4
FMA58299,right choroid,2
FMA58300,left choroid,2
FMA58420,zone of investing fascia of free lower limb,2
FMA58421,zone of investing fascia of lower limb,2
FMA58431,corona ciliaris,2
FMA58479,region of ciliary body,2
FMA58483,right corona ciliaris,1
FMA58484,left corona ciliaris,1
FMA58599,region of retina,2
FMA58604,optic part of retina,2
FMA58607,optic part of right retina,1
FMA58608,optic part of left retina,1
FMA58741,zone of investing fascia of thigh,2
FMA58775,zone of fascia lata,2
FMA58776,right iliotibial tract,1
FMA58777,left iliotibial tract,1
FMA58817,subdivision of head proper,1
FMA58827,vitreous body,2
FMA58828,right vitreous body,1
FMA58829,left vitreous body,1
FMA58838,suspensory ligament of lens,2
FMA58839,suspensory ligament of right lens,1
FMA58840,suspensory ligament of left lens,1
FMA59086,tarsal plate of eyelid,4
FMA59087,tarsal plate of upper eyelid,2
FMA59088,tarsal plate of lower eyelid,2
FMA59089,tarsal plate of right lower eyelid,1
FMA59090,tarsal plate of left lower eyelid,1
FMA59091,tarsal plate of right upper eyelid,1
FMA59092,tarsal plate of left upper eyelid,1
FMA59101,lacrimal gland,2
FMA59102,right lacrimal gland,1
FMA59103,left lacrimal gland,1
FMA59402,lacrimal lake,2
FMA59502,nasal cartilage,5
FMA59503,septal nasal cartilage,1
FMA59504,major alar cartilage,2
FMA59505,right major alar cartilage,1
FMA59506,left major alar cartilage,1
FMA59511,lateral nasal cartilage,2
FMA59512,right lateral nasal cartilage,1
FMA59513,left lateral nasal cartilage,1
FMA59541,right lacrimal lake,1
FMA59542,left lacrimal lake,1
FMA59545,right lacrimal sac,1
FMA59546,left lacrimal sac,1
FMA59555,right nasolacrimal duct,1
FMA59556,left nasolacrimal duct,1
FMA59582,right lacrimal canaliculus,1
FMA59583,left lacrimal canaliculus,1
FMA59762,gingiva,2
FMA59763,gingiva of upper jaw,1
FMA59764,gingiva of lower jaw,1
FMA59788,major salivary gland,4
FMA59791,sublingual gland,2
FMA59802,right submandibular gland,1
FMA59803,left submandibular gland,1
FMA59804,right sublingual gland,1
FMA59805,left sublingual gland,1
FMA59816,lip,1
FMA61284,neural tree organ,2
FMA61708,subdivision of auriculotemporal part of head,1
FMA61775,physical anatomical entity,2234
FMA61815,cardinal segment of brain,2
FMA61820,segment of cerebral hemisphere,36
FMA61823,lobe of cerebral hemisphere,4
FMA61833,caudate nucleus,2
FMA61834,putamen,2
FMA61835,globus pallidus,2
FMA61841,amygdala,2
FMA61842,septum of telencephalon,1
FMA61857,superior frontal gyrus,2
FMA61859,middle frontal gyrus,2
FMA61860,inferior frontal gyrus,2
FMA61894,precentral gyrus,2
FMA61896,postcentral gyrus,2
FMA61897,supramarginal gyrus,2
FMA61898,angular gyrus,2
FMA61899,superior parietal lobule,2
FMA61906,middle temporal gyrus,2
FMA61907,inferior temporal gyrus,2
FMA61908,fusiform gyrus,2
FMA61918,parahippocampal gyrus,2
FMA61934,choroid plexus of cerebral hemisphere,2
FMA61950,internal capsule,2
FMA61961,anterior commissure,1
FMA61965,fornix of forebrain,2
FMA61970,commissure of fornix of forebrain,1
FMA61974,stria terminalis,2
FMA61975,lamina terminalis,2
FMA61993,midbrain,7
FMA61996,segment of forebrain,36
FMA61997,segment of midbrain,4
FMA61998,segment of hindbrain,2
FMA62004,medulla oblongata,2
FMA62007,thalamus,2
FMA62008,hypothalamus,4
FMA62032,habenula,1
FMA62033,pineal body,1
FMA62045,optic chiasm,2
FMA62046,optic tract,2
FMA62072,posterior commissure,1
FMA62080,stria medullaris of thalamus,2
FMA62209,lateral geniculate body,2
FMA62211,medial geniculate body,2
FMA62327,tuber cinereum,2
FMA62374,segment of telencephalon,36
FMA62382,right optic tract,1
FMA62394,peduncle of midbrain,2
FMA62398,segment of midbrain tectum,4
FMA62403,superior colliculus,2
FMA62404,inferior colliculus,2
FMA62434,cingulate gyrus,2
FMA62445,commissure of diencephalon,1
FMA62466,capsule of cerebral hemisphere,2
FMA62493,hippocampus,2
FMA62504,tributary of deep palmar venous arch,2
FMA62506,dorsal venous network of right hand,1
FMA62507,dorsal venous network of left hand,1
FMA62512,trunk of systemic vein,4
FMA62514,basal ganglion of telencephalon,2
FMA62955,anatomical entity,2234
FMA63103,pancreatic duct tree,2
FMA63120,parenchyma of pancreas,1
FMA63812,set of arteries,22
FMA63814,set of veins,13
FMA63822,posterior intercostal arteries,2
FMA64796,region of serous membrane,3
FMA64822,superficial muscle of neck,4
FMA64829,scalene muscle,6
FMA64875,anterior suboccipital muscle,4
FMA64916,thenar muscle,6
FMA64917,hypothenar muscle,6
FMA64922,gluteal muscle,20
FMA64989,heterogeneous cluster,2
FMA64990,organ part cluster,2
FMA65004,superficial muscle of posterior compartment of leg,4
FMA65008,deep muscle of posterior compartment of leg,8
FMA65014,right flexor hallucis longus,1
FMA65015,left flexor hallucis longus,1
FMA65016,right flexor digitorum longus,1
FMA65017,left flexor digitorum longus,1
FMA65018,right tibialis posterior,1
FMA65019,left tibialis posterior,1
FMA65020,intrinsic muscle of foot,28
FMA65045,intrinsic muscle of dorsum of foot,2
FMA65046,intrinsic muscle of plantar part of foot,26
FMA65132,nerve,26
