concepto_id,nombre_en,elementos
FMA22672,right thoraco-acromial artery,4
FMA22673,left thoraco-acromial artery,4
FMA23218,right pectoral girdle,10
FMA23219,left pectoral girdle,10
FMA23876,skeleton (in vivo),138
FMA23881,skeletal system,138
FMA24138,cervical vertebral column,13
FMA24163,skeleton of right pectoral girdle,2
FMA24164,skeleton of left pectoral girdle,2
FMA24189,back of neck,13
FMA24217,back of thorax,23
FMA24228,posterior part of pelvis,1
FMA24728,face,80
FMA24816,anterior chest,128
FMA24866,sternal part of chest,3
FMA24880,right free upper limb,39
FMA24881,left free upper limb,38
FMA24882,right free lower limb,30
FMA24883,left free lower limb,30
FMA24895,right arm,9
FMA24896,left arm,8
FMA24940,right wrist,9
FMA24941,left wrist,9
FMA24965,right hip,1
FMA24966,left hip,1
FMA24968,right thigh,1
FMA24969,left thigh,1
FMA24977,right knee,1
FMA24978,left knee,1
FMA24980,right leg,2
FMA24981,left leg,2
FMA25511,intervertebral symphysis,1
FMA25558,right lateral chest wall,1
FMA25559,left lateral chest wall,1
FMA25571,intervertebral symphysis of axis,1
FMA25572,right bony pectoral girdle,2
FMA25573,left bony pectoral girdle,2
FMA26078,third cervical intervertebral symphysis,1
FMA26083,fourth cervical intervertebral symphysis,1
FMA26084,fifth cervical intervertebral symphysis,1
FMA26085,sixth cervical intervertebral symphysis,1
FMA26086,seventh cervical intervertebral symphysis,1
FMA26089,first thoracic intervertebral symphysis,1
FMA26094,second thoracic intervertebral symphysis,1
FMA26095,third thoracic intervertebral symphysis,1
FMA26096,fourth thoracic intervertebral symphysis,1
FMA26097,fifth thoracic intervertebral symphysis,1
FMA26098,sixth thoracic intervertebral symphysis,1
FMA26099,seventh thoracic intervertebral symphysis,1
FMA26100,eighth thoracic intervertebral symphysis,1
FMA26101,ninth thoracic intervertebral symphysis,1
FMA26102,tenth thoracic intervertebral symphysis,1
FMA26103,eleventh thoracic intervertebral symphysis,1
FMA26105,first lumbar intervertebral symphysis,1
FMA26106,second lumbar intervertebral symphysis,1
FMA26107,third lumbar intervertebral symphysis,1
FMA26108,fourth lumbar intervertebral symphysis,1
FMA26109,fifth lumbar intervertebral symphysis,1
FMA26572,thoracic part of tracheobronchial tree,94
FMA26661,right bronchial tree,54
FMA26662,left bronchial tree,40
FMA31741,middle lobe part of right bronchial tree,8
FMA31744,upper lobe part of right bronchial tree,21
FMA31746,upper lobe part of left bronchial tree,17
FMA31747,lower lobe part of right bronchial tree,24
FMA31748,lower lobe part of left bronchial tree,22
FMA33642,right shoulder,2
FMA33644,pectoral part of right pectoral girdle,5
FMA33645,pectoral part of left pectoral girdle,5
FMA33646,scapular part of right pectoral girdle,5
FMA33647,scapular part of left pectoral girdle,5
FMA45621,pulmonary vascular system,186
FMA45623,systemic arterial system,335
FMA45626,systemic venous system,88
FMA45628,portal venous system,62
FMA45659,lower urinary tract,2
FMA45662,lower respiratory tract,283
FMA45842,pulmonary arterial tree,94
FMA45847,portal venous tree,19
FMA46448,frontal part of head,8
FMA46472,nose,10
FMA46565,skull,43
FMA49177,upper gastrointestinal tract,3
FMA49179,lower gastrointestinal tract,63
FMA49184,mouth,11
FMA49187,occipital part of head,1
FMA49207,wall of inflow part of right ventricle,3
FMA49214,wall of inflow part of left ventricle,2
FMA49894,systemic arterial tree,324
FMA50039,right coronary artery,29
FMA50040,left coronary artery,25
FMA50060,chest wall,67
FMA50061,superficial chest wall,10
FMA50063,anterior superficial chest wall,8
FMA50071,right lateral superficial chest wall,1
FMA50072,left lateral superficial chest wall,1
FMA50082,right middle cerebral artery,3
FMA50308,coronary sinus tree,31
FMA50454,cerebral arterial circle,5
FMA50561,right pontine artery,2
FMA50562,left pontine artery,2
FMA50584,right posterior cerebral artery,9
FMA50585,left posterior cerebral artery,9
FMA50658,right posterior choroidal artery,1
FMA50659,left posterior choroidal artery,1
FMA50801,brain,59
FMA51044,fascia lata of right thigh,1
FMA51045,fascia lata of left thigh,1
FMA52801,basicranium,1
FMA53082,right orbit,9
FMA53083,left orbit,10
FMA53637,right cheek,1
FMA53638,left cheek,1
FMA53672,neurocranium,7
FMA53673,viscerocranium,39
FMA54375,nasal septum,2
FMA54397,upper jaw,1
FMA54398,lower jaw,2
FMA54440,right upper eyelid,2
FMA54441,left upper eyelid,2
FMA54443,right lower eyelid,1
FMA54444,left lower eyelid,1
FMA54449,right eye,22
FMA54450,left eye,23
FMA54545,head proper,66
FMA54667,right orbital compartment,9
FMA54668,left orbital compartment,10
FMA55021,soft palate,5
FMA55022,uvula,1
FMA55675,neuraxis,60
FMA58099,wall of right eyeball,4
FMA58100,wall of left eyeball,4
FMA58105,fibrous layer of right eyeball,2
FMA58106,fibrous layer of left eyeball,2
FMA58107,vascular layer of right eyeball,3
FMA58108,vascular layer of left eyeball,3
FMA58401,investing fascia of right upper limb,1
FMA58405,investing fascia of right free upper limb,1
FMA58406,investing fascia of left free upper limb,1
FMA58418,investing fascia of right lower limb,1
FMA58419,investing fascia of left lower limb,1
FMA58429,investing fascia of right free lower limb,1
FMA58430,investing fascia of left free lower limb,1
FMA58448,investing fascia of right wrist,1
FMA58449,investing fascia of left wrist,1
FMA58575,investing fascia of right forearm,1
FMA58576,investing fascia of left forearm,1
FMA58742,investing fascia of right thigh,1
FMA58743,investing fascia of left thigh,1
FMA59368,right lacrimal apparatus,5
FMA59369,left lacrimal apparatus,5
FMA59398,mandibular part of mouth,4
FMA59399,maxillary part of mouth,1
FMA59515,external nose,6
FMA59516,root of nose,2
FMA59517,dorsum of nose,2
FMA59538,cartilaginous skeleton of nose,5
FMA59637,internal nose,4
FMA59654,osseous skeleton of nose,5
FMA59655,osseous skeleton of external nose,2
FMA59656,osseous skeleton of internal nose,3
FMA59665,septum of internal nose,1
FMA59668,wall of internal nose,4
FMA59671,right lateral wall of internal nose,1
FMA59672,left lateral wall of internal nose,1
FMA59748,right side of internal nose,2
FMA59749,left side of internal nose,2
FMA59754,wall of right side of internal nose,2
FMA59755,wall of left side of internal nose,2
FMA59836,cartilaginous skeleton of external nose,4
FMA59837,bony part of nasal septum,1
FMA59838,cartilaginous part of nasal septum,1
FMA59992,faucial part of mouth,1
FMA60116,nasal skeleton,10
FMA60118,skeleton of nasal septum,2
FMA60325,right thumb,2
FMA60326,left thumb,2
FMA60327,right little finger,3
FMA60328,left little finger,4
FMA60329,right ring finger,3
FMA60330,left ring finger,3
FMA60331,right middle finger,3
FMA60332,left middle finger,3
FMA60333,right index finger,3
FMA60334,left index finger,3
FMA60335,right big toe,2
FMA60336,left big toe,2
FMA60337,right second toe,3
FMA60338,left second toe,3
FMA60339,right third toe,3
FMA60340,left third toe,3
FMA60341,right fourth toe,3
FMA60342,left fourth toe,3
FMA60343,right little toe,3
FMA60344,left little toe,3
FMA61064,right lacrimal duct,4
FMA61065,left lacrimal duct,4
FMA61068,right hand proper,5
FMA61069,left hand proper,5
FMA61472,right pectoral part of chest,5
FMA61473,left pectoral part of chest,5
FMA61670,skeleton of mouth,1
FMA61680,abdomen proper,15
FMA61681,back of abdomen,10
FMA61732,right parietal part of head,5
FMA61733,left parietal part of head,5
FMA61819,left cerebral hemisphere,19
FMA61991,trunk of right middle cerebral artery,1
FMA61992,forebrain,45
FMA62000,telencephalon,38
FMA62001,diencephalon,7
FMA62003,metencephalon,4
FMA62009,epithalamus,2
FMA62028,intermediate hypothalamic region,2
FMA67292,right cerebral hemisphere,19
FMA67687,hindbrain,6
FMA67994,intrapulmonary part of right pulmonary artery,54
FMA67995,intrapulmonary part of left pulmonary artery,37
FMA68002,intrapulmonary part of right superior pulmonary vein,26
FMA68003,intrapulmonary part of right inferior pulmonary vein,23
FMA68004,intrapulmonary part of left superior pulmonary vein,24
FMA68005,intrapulmonary part of left inferior pulmonary vein,12
FMA68016,intrahepatic biliary tree,14
FMA68193,medial segmental artery,4
FMA68194,lateral segmental artery,4
FMA68196,middle lobar artery,8
FMA68198,left upper lobar artery,15
FMA68200,right lower lobar artery,22
FMA68201,left lower lobar artery,22
FMA68317,superior division of upper lobe part of left bronchial tree,8
FMA68318,inferior division of upper lobe part of left bronchial tree,6
FMA68319,inferomedial part of right bronchial tree,32
FMA68658,inferomedial branch of right pulmonary artery,30
FMA68659,apicoposterior division of right upper lobar artery,14
FMA68843,antero-medial basal segmental artery,5
FMA68845,right basal segmental artery,13
FMA68846,left basal segmental artery,15
FMA69566,trunk of right lateral plantar artery,1
FMA69567,trunk of left lateral plantar artery,1
FMA70347,right thyrocervical artery,6
FMA70348,left thyrocervical artery,6
FMA70351,right costocervical artery,3
FMA70352,left costocervical artery,3
FMA70441,anterior segmental hepatic artery,2
FMA70444,posterior segmental hepatic artery,3
FMA70448,medial segmental hepatic artery,2
FMA70451,lateral segmental hepatic artery,3
FMA71102,right upper urinary tract,2
FMA71103,left upper urinary tract,2
FMA71132,gastrointestinal tract,136
FMA71221,axial skeleton,48
FMA71857,right hepatic biliary tree,6
FMA71858,left hepatic biliary tree,8
FMA71861,anterior tributary of right hepatic biliary tree,2
FMA71862,posterior tributary of right hepatic biliary tree,3
FMA71863,lateral tributary of left hepatic biliary tree,3
FMA71864,medial tributary of left hepatic biliary tree,3
FMA71891,hepatic biliary tree,15
FMA72062,pelvic skeleton,3
FMA72063,set of cervical vertebrae,7
FMA72064,set of thoracic vertebrae,12
FMA72065,set of lumbar vertebrae,5
FMA72952,orbital part of right eye,9
FMA72953,orbital part of left eye,10
FMA72969,right frontal lobe,4
FMA72970,left frontal lobe,4
FMA72971,right temporal lobe,4
FMA72972,left temporal lobe,4
FMA72973,right parietal lobe,4
FMA72974,left parietal lobe,4
FMA72979,integumentary system,1
FMA72980,right limbic lobe,3
FMA72981,left limbic lobe,2
FMA73055,anterior part of right knee,1
FMA73056,anterior part of left knee,1
FMA73086,right foot proper,5
FMA73087,left foot proper,5
FMA73103,posterior thoracic wall,12
FMA73703,wall of right side of heart,4
FMA73704,wall of left side of heart,4
FMA74657,integument,1
FMA75007,cavity of neuraxis,1
FMA78435,musculature of anterior abdominal wall,2
FMA79063,deep fascial system,3
FMA79065,patellar part of right knee,1
FMA79066,patellar part of left knee,1
FMA79181,skeleton of right hand proper,5
FMA79182,skeleton of left hand proper,5
FMA79269,content of thorax,281
FMA79273,content of mediastinum,189
FMA79274,content of superior mediastinum,101
FMA79275,content of inferior mediastinum,90
FMA79276,content of anterior mediastinum,2
FMA79277,content of posterior mediastinum,4
FMA79278,content of middle mediastinum,85
FMA79876,brainstem,11
FMA82672,superior systemic venous tree,14
FMA82673,inferior systemic venous tree,28
FMA83447,myocardium of right ventricle proper,3
FMA83448,myocardium of left ventricle proper,3
FMA83902,midbrain tectum,4
FMA84842,free wall of right ventricle,3
FMA84850,free wall of left ventricle,3
FMA84856,subendocardial layer of myocardium of right ventricle,3
FMA84857,subendocardial layer of myocardium of left ventricle,2
FMA84931,myocardium of free wall of right ventricle,3
FMA84932,myocardium of free wall of left ventricle,3
FMA85008,compartment of thorax,469
FMA85031,compartment of abdomen,1
FMA85055,right pulmopleural compartment,156
FMA85056,left pulmopleural compartment,124
FMA86056,myocardial zone 4,1
FMA86063,myocardial zone 11,2
FMA86064,myocardial zone 12,1
FMA86917,musculature of abdomen,2
FMA87178,myocardium of lateral wall of left ventricle,2
FMA87179,myocardium of inferior wall of left ventricle,1
FMA87542,anterior thoracic wall,26
FMA87543,anterior chest wall,39
FMA87552,posterior chest,16
FMA87598,skeletal system of trunk,81
FMA228642,vasculature of body,605
FMA231424,body proper,590
FMA242180,cortex of right cerebral hemisphere,3
FMA242182,cortex of left cerebral hemisphere,3
FMA242184,subcortex of right cerebral hemisphere,2
FMA242186,subcortex of left cerebral hemisphere,2
FMA242207,cortex of right frontal lobe,3
FMA242209,cortex of left frontal lobe,3
FMA242609,right archicortex,1
FMA242611,left archicortex,1
FMA242625,right prefrontal cortex,3
FMA242627,left prefrontal cortex,3
FMA242675,ventricular system of neuraxis,6
FMA242787,ventricular system of brain,5
FMA259054,wall of abdomen,22
FMA259209,thoracic segment of trunk,548
FMA259211,abdominal segment of trunk,24
FMA259248,content of abdomen,1
FMA260124,right orbital content,9
FMA260127,left orbital content,10
FMA260456,body cavity content,282
FMA261139,right hippocampal formation,1
FMA261141,left hippocampal formation,1
FMA265130,respiratory tract,283
FMA265228,pancreaticobiliary system,21
FMA270201,basicranial part of head proper,14
